id,name,position,tags,edel_enjoyment
72bf2c18-1299-408b-bca2-3da986956632,KOSETSU,29,2.2;Long;Timings;Chokepoints;Slow-Paced;Ship;Wave,46.66666667
007000f3-c6b4-440a-a4b3-af7e86e132e9,Firework,31,2.1;XL;Fast-Paced;Nerve Control;Overall,68.64150943
c586d155-f78c-43f6-933c-3c11c4aa6600,poocubed,33,2.1;Long;Timings;Chokepoints;High CPS;Wave,61.20689655
b2252317-dcf2-432d-ba36-59642218803c,Saul Goodman,35,2.1;Long;Overall;Fast-Paced;Learny;Wave,55.54761905
1178244d-6482-4ef5-a299-c022eb193757,CONVULSION,37,1.9PS;Long;High CPS;Learny;Timings;Ship;UFO,68.57142857
4fac9298-93ae-4553-abe9-72a562567318,MINUSdry,38,2.1;Long;Overall;Timings;Chokepoints;High CPS;Cube;Ship;Old Swing,58.14285714
f79695b9-ddb2-46ab-bef6-a231917db6d5,Apocalyptic Trilogy,39,2.2;XXL;Nerve Control;Overall,25.8125
0e3577a5-b567-4ea0-b39b-43920d3b7caf,Sevvend Clubstep,40,2.2;Clicksync;Timings;Overall,77.0
cadb645e-dbc2-4c08-9cbc-a26f5cb3ac6e,The Hallucination,41,2.1;XL;Fast-Paced;Chokepoints;Learny;Flow;Nerve Control;Wave;Circles,50.88
146c9eed-2b47-483c-93a2-6b336adea84a,COMBUSTION,42,2.1;Medium;Timings;Precision;Ship;Wave,66.75862069
35f5084b-8cf0-4896-bda2-1b4596f2fb9e,Deadlier Clubstep,43,Long;Timings;Cube;Ship;1.9PS,47.77777778
94000633-1b00-4e52-ae77-48fab8aecf9d,Edge of Destiny,44,2.1;XL;Timings;Nerve Control;Ship;UFO;Duals,54.40909091
d3a53d45-e7e1-4ec4-9395-441816eb8425,Solar Flare,45,2.1;Long;Circles;Timings;Wave,72.63888889
21bb5019-d59c-4f9b-94de-281cf4b0ced7,LIMBO,46,2.1;Learny;Memory;Nerve Control;XXL,66.21428571
7236da3d-a27b-4a7d-b3ac-aa2a6aff1119,Gaggatrondra,47,2.2;Long;NONG;Clicksync;Timings;Learny;High CPS,85.6
46351fca-4eee-46c3-a8ac-c9f3d930e89d,Belladonna,48,2.1;Long;Fast-Paced;Timings;High CPS;Precision;Overall,43.18181818
0bee4513-5d63-4c8a-b769-de32bdf5a331,Mayhem,50,2.1;Long;Fast-Paced;Timings;Chokepoints;Learny,43.11111111
345a0d2d-b272-4f17-9264-4ef3407f5314,walter white,51,2.1;XL;Overall;Timings;Chokepoints;Nerve Control;Cube,45.82758621
876b0b3b-0916-4764-94dc-2e433f8109c3,Operation Evolution,53,1.9PS;XXL;Memory,65.45454545
59a49d83-77fd-4890-a04d-689f1947ad16,Damascus,54,2.1;XXL+;Fast-Paced;Chokepoints;Nerve Control;Overall,40.86666667
33f22458-6142-45b2-a45e-9cc488be8304,Collapse (Nexel),55,2.2;XL;Clicksync;Fast-Paced;Timings;High CPS;Nerve Control;Overall,77.75
9e4fe89f-e634-41f6-a1d7-c388d426856b,Decks Dark,56,2.2;XL;NONG,75.71428571
4cfb07b5-3e6e-4d7e-9833-d7f013a85064,The Plunge,57,2.2;Long;Timings;Chokepoints;Ship,51.66666667
cfad0fb6-7ff9-4c8d-841b-d9cf2221443d,SARYYX NEVER CLEAR,58,2.1;Long;Timings;Ship,57.71428571
52df535a-4674-4af7-8004-bcd5453883a9,The Yangire,59,2.2;XL;Nerve Control;Overall,71.02941176
d7373b5b-fa60-4b67-9683-cf3c1f088a8d,Climax,60,2.1;Long;Clicksync;Fast-Paced;High CPS;Flow;Overall,51.33333333
699e6b35-7f79-4413-b300-0b30c0cdb8d6,ORDINARY,61,2.2;Long;Timings;Chokepoints,32.9
174221f2-19ab-48b4-8a81-50733db8bd3f,Midnight,63,2.1;Long;Overall;Clicksync;Fast-Paced;Chokepoints;High CPS,62.35294118
9484f345-fbfb-4d82-bb6b-faa642aa3d80,Sinister Silence,64,2.1;XXL+;NONG;Nerve Control;Overall,54.39130435
80533210-51be-417f-a492-22edff194d94,Cimmerian Shade,65,2.1;Long;Timings;Chokepoints;Wave,46.57142857
46b88712-6024-4018-b526-7d103659bcb4,PSYCHOPATH,66,2.2;XL;Overall;Timings;Chokepoints;High CPS;Cube;Ship;Wave;Spider,39.75
5ff9fbb4-05b0-42cf-87f0-808e3482f29a,arcturus,67,2.1;Long;Fast-Paced;Timings;Precision;Ship;Wave;NONG,55.85714286
994ebf0f-e54e-49e4-bb7d-24097535d19d,Sonic Wave Infinity,69,2.1;XL;Circles;Chokepoints;Wave,44.37362637
dee17e9e-bdfb-4183-a18b-894f24df5edf,Tartarus,70,2.1;Chokepoints;Precision;Ship,41.21875
5c8c6aa7-fc03-4adc-9363-02c6a30cc817,Waterfall,72,2.2;Long;Timings;Chokepoints;Learny;Wave,82.38461538
9c12bb17-9512-4771-b6e9-9e51c819ed01,Coalescence,73,2.2;Long;Overall;Clicksync;Fast-Paced;High CPS;Wave,82.66666667
f3416b47-4beb-48af-b248-5c12bc8f1d72,Delta,75,2.1;XL;Fast-Paced;High CPS;Flow;Overall,63.09090909
ab157b89-82de-436e-817a-24e4ad8a38ba,Jigsaw,77,2.1;Long;Fast-Paced;Chokepoints;Learny;High CPS;Cube;Wave,70.23076923
d022317b-32cc-462b-98a1-9aa37a6c8431,The Wonder of You,78,2.2;Long,87.0
7e39c9be-cbcc-4aff-a23c-08add685a336,BPATA MPAKA,79,2.2;Long;Ship;Cube;Spider;UFO;Chokepoints,71.08333333
5531d67e-30cb-4cec-b42b-8b826830a7d7,Natural Disaster,80,2.2;Long;Fast-Paced;High CPS;Wave,70.83870968
231fdd45-f2f7-40a0-bb86-3743eba20ec0,Terminal Rampancy,81,2.1;Long;Timings;Chokepoints;Learny;Nerve Control;Duals,76.0
0c48d5ac-3c9b-42d1-af39-1b6806c8ef7b,The Golden,82,2.1;Long;Fast-Paced;Wave;Ship,68.76190476
c18ebb6c-e93d-4fe3-982f-1ca7ba4b5376,Oblivion,83,2.1;Long;Timings;Flow;Chokepoints;Fast-Paced;Clicksync,65.85714286
03bbc794-51e3-4ad7-8c13-28070b97c9e9,Viprin UFO,84,2.2;Long;Timings;Chokepoints;Memory;UFO,76.8
f8b060e5-3bda-43ec-ba57-1b439863caa5,NETWORK (Agat3),85,2.1;Fast-Paced;Nerve Control;Wave;Duals;Spider,54.35294118
aa141ae4-eb2e-4fa2-a26b-a244d070e54b,Verdant Landscape,86,2.1;XL;Fast-Paced;Learny;Flow;Overall,73.38372093
20c0ea80-99d8-4474-87c8-2bd814a1ea73,UNKNOWN,87,2.1;Medium;NONG;Fast-Paced;Wave,42.34306569
92ce0a98-11ae-4aca-9188-a8a56c5bb02d,ATOMIC CANNON Mk III,88,2.2;Long;Clicksync;Fast-Paced;Flow;Overall,61.25
c28f68fa-f20c-40ed-a2fc-d3ac7e4634cc,Shukketsu,89,2.1;Long;NONG;Clicksync;Fast-Paced;Timings;Chokepoints;Learny;High CPS,61.93548387
d53edfd9-3a71-48f4-8c44-862cd83fccf3,Checked Steam,90,2.2;Long;Chokepoints;High CPS;Gimmicky;Slow-Paced;Precision;Wave,38.2
da77ff62-f03a-40e5-a11c-4753ea7f568a,Critical Heat,91,2.1;Long;Fast-Paced;Overall;Duals,57.11320755
c43eb1e4-b38d-466a-8da5-987204999072,limbo but uwu ig idk,92,2.2;Memory;Gimmicky;Wave;Duals,78.9
7f6345fe-1f7b-4aaf-8cf6-a1e8f611f5bd,Graceful,93,2.1;XL;Chokepoints;Duals;Overall,73.0
68308581-f1b6-4c0f-8851-82449ab1977f,The Paroxysm of Rage,94,2.1;Long;Overall;Timings;Ship;Wave,58.14285714
5b183ded-437a-4a25-8c81-8341fca626db,Blood Echo,95,2.2;Long;Clicksync;Timings;Wave,67.72727273
48ef05df-7d3d-4653-8fdd-8cc67917c3b2,Aerial Gleam,96,2.1;Long;NONG;Circles;Wave,45.83333333
fc8ff1d3-9cec-4f59-9ea9-25b9f61fcd87,Starlit Stroll,98,2.2;XL;Nerve Control;Ship;New Swing;Duals,73.46153846
53fb0da7-8845-4736-9832-c1f98bb388cc,Henken,100,2.1;Long;Timings;Chokepoints;Ship;Wave;Overall,76.14285714
dca848e9-1f8d-4c37-a1fd-e7a00e66d08f,Trueffet,101,2.1;Long;Timings;Chokepoints;Learny;High CPS;Overall,59.64583333
2f954949-01cb-4946-be55-a8cb76b04794,azure blast,102,2.2;Long;Fast-Paced;Chokepoints;Flow;Overall,51.42857143
7103a26a-fb0e-4e4b-b3a6-716007df87c1,Kenos,103,2.1;Fast-Paced;Chokepoints;Nerve Control;Wave,48.5
56aee27a-8b38-4a03-9baa-6d033211832a,Fragile,104,2.1;Long;NONG;Learny;Nerve Control;Fast-Paced;Timings;High CPS;Mirror,41.45833333
c2837416-7fb4-4866-ba91-e9c134a0a59a,VOID,106,2.2;Long;Timings;Nerve Control;Cube;Ship,45.13333333
6f5299ae-a62f-4701-b5a8-ace004b8f7ef,Starlight Summit,107,2.2;Medium;NONG;Timings;Robot,84.15384615
8d02375c-8c31-4352-af21-d4533f63e3af,WOBBLING MACHINE (Solo),108,2.1;Long;2P;Clicksync;Timings;Precision;Ship,63.57142857
1d340102-5afd-4fdd-9b42-1567d5696090,Esfera,109,2.1;XXL;NONG;Fast-Paced;Chokepoints;Learny;Nerve Control,65.0
89695048-2cde-41d8-9692-0d5bd9ad4ff4,Destruction 19,110,2.2;Long;Fast-Paced;Timings;Learny;High CPS;Flow,74.07142857
7d85c8d2-18d9-4362-8d98-249f65cbe843,NEUTRA,111,2.1;Long;Clicksync;Learny;Duals,66.04347826
1ead6aa0-ae53-40f6-939d-d073abb87d13,Swing Swing,113,2.2;Long;New Swing,56.85714286
65ba56d3-b399-4adc-b120-aa8850436241,Guideless Goobering,114,2.2;Long;Chokepoints;Memory,51.66666667
259b667f-ffc8-41cd-837d-e0627105d5aa,Hard Machine,115,2.1;Timings;Slow-Paced;Ship,44.52564103
f4e8002d-a60c-4ab3-b768-94d62858a803,DISSONANCE,116,2.2;Long;Timings;Learny;Gimmicky;Slow-Paced;Precision;Ship;Wave;Robot;Overall,76.27272727
0226a57c-19a9-48ea-b8b2-5d6da779fa9a,Zodiac,118,2.1;XXL;Chokepoints;Timings;Nerve Control;Overall,47.08695652
b90f9081-3474-4dfd-9a6a-4b36d535330b,Axinie,119,2.2;Long;Timings;Chokepoints;High CPS;Wave,58.66666667
ce45f65a-d144-4613-9c81-f67aefd5fffb,Judgement Knights,120,2.2;Long;Clicksync;Fast-Paced;Learny;High CPS;Wave,62.35483871
d12a30d6-c9d3-453f-bc02-7dd0cf8733f6,Lithium,121,2.1;XL;Fast-Paced;Memory;Nerve Control;Overall,79.23529412
1b90183d-b774-4277-8e8d-a3b5e8f857d9,Widestep,122,2.1;Long;Overall;Fast-Paced;Timings;Robot;Duals,56.175
697f2982-16c0-4041-bad7-db60f6134ced,IRIS,123,2.2;Fast-Paced;Learny;High CPS;Wave,82.0
2b21bef2-3eba-489c-bac2-59ff8d74f0e1,Crackhead Circles,124,2.1;Long;Wave;Circles;Fast-Paced;High CPS;NONG,49.36585366
ad363194-73bc-4bbe-822b-822061f72858,Scream Machine,125,2.0;XXL;Nerve Control;Overall,78.72
7aae0ed1-3313-4d72-98bf-388a2a406020,Keres,126,2.1;Long;Overall;Timings;Nerve Control,52.85454545
f5ae495d-ef7c-4a17-bcea-c5c0ac22f85e,Lotus Flower,127,2.1;Long;NONG;Duals;Gimmicky;Slow-Paced;Timings;Cube;Robot;Ship;Ball,75.5
ecabf47d-a7fb-4eaf-90fb-0737e5452e5a,in this,128,2.1;Medium;Timings;Cube;Ball;UFO;Robot,70.375
4559dc7d-1e3b-4f1f-a8de-9d0b152483b6,Cold Sweat,129,2.1;Long;NONG;Fast-Paced;Timings;High CPS;Precision;Cube;Wave,59.81818182
de2eea49-5405-4032-85f9-c980a58f078b,Frost Spirit,130,1.9PS;XL;NONG;Overall;Nerve Control;Cube;Ship;Ball,55.58333333
68167619-1373-4b31-8e6b-d75bff4cc806,Dry Out Copyable 2,131,2.2;XXL;Clicksync;Gimmicky;Nerve Control,56.82758621
f25d76da-b519-4a4c-b82a-7cf81be6f505,Ascent,132,2.2;Long;Chokepoints;Ship;Wave,58.15789474
3a9b2d29-23d2-4486-9a47-fdf30e8e71c1,Promethean,133,2.1;Medium;NONG;Chokepoints;Ship;Timings,59.71428571
f4472210-6719-4b2b-a3cd-37e37a45bb63,Thinking Space,134,2.0;Long;Chokepoints;Precision;Wave;Mirror,69.65909091
c8971515-f6fb-42cf-8d73-af3761643f3d,Renevant,135,2.1;Long;Timings;Chokepoints;Learny;Overall,62.7962963
5a6ff981-b68a-4a1c-97ba-314d0b231fe9,ConClusion,136,2.1;Long;Fast-Paced;Timings;Memory;Precision;Overall,82.87179487
ac489d55-f4c5-4237-843d-54b9eda8f1b0,Instinct (Krazyman50Real),138,2.1;Long;Chokepoints;Timings;Ship,55.30769231
cc3ef040-7aad-42f9-b70c-798e8cc4c623,Sky Shredder,139,1.9PS;Long;Clicksync;Timings;Chokepoints;Ship,67.61971831
d5a4ca1c-ffaf-4247-b851-e0ec2ad1e0ca,Calculator Core,140,2.1;XXL;Fast-Paced;Timings;Precision;Overall,61.875
1de1215a-9f9d-4bdd-aa5b-0fba938a7877,Trotil,141,2.1;Long;Timings;Chokepoints;Learny;Wave,69.0
5a4e06cb-9682-430a-9fda-523c80310ca8,shimmer (amplitron),142,2.1;Long;Fast-Paced;Chokepoints;Learny;Flow;Overall,62.70588235
d9cd0f5a-595c-407b-9568-b7a0f287603b,Crimson Planet,143,Long;Overall;High CPS;2.1;Wave,54.13793103
275c54a1-f74e-4258-a369-7dd65ddd9578,DIRECTIONS,144,2.1;XL;Timings;Chokepoints;Learny;Slow-Paced;Cube;Ship;UFO;Spider;Mirror,65.71428571
230ae7f1-470f-4bd0-8c19-eb74781a56fe,Disconnected Descent,145,2.2;XL;Chokepoints;Learny;Nerve Control;Overall,82.22222222
a860a01b-2ba5-4da2-a943-3733486a044a,ATOMIC CANNON Mk II,146,2.1;Long;Clicksync;Fast-Paced;Flow;Overall,62.38961039
9da659fa-af91-4fc8-8a14-085edb85f613,Axiom Asterism,147,2.2;Long;Circles;Learny;Wave,73.20833333
3e47f031-58c7-46f2-adc0-14bb0cf8d5d4,Indivine,148,2.2;XL;Circles;Nerve Control;Wave,55.0
12bcb462-f6a6-4451-8f55-351888908b23,Cognition,149,2.1;Long;Fast-Paced;Timings;Precision;Overall;NONG,73.23076923
2c0bca18-1451-4804-8035-39a5cf9183dc,Neon Skyline,150,2.1;Long;NONG;Timings;Chokepoints;Learny,54.16666667
2b746203-5bb3-4f46-aed9-d0f6b8f1a1e2,CORRODERE,151,2.1;Long;Chokepoints;Precision;Overall,60.86666667
323aad32-6083-4b61-98d2-da5dcd8fe350,Cosmic Cyclone,152,2.1;Long;Circles;Wave;High CPS;Chokepoints,48.39285714
c9062aa5-2ee5-4957-802e-fddfbd4f1182,qoUEO,153,2.1;Medium;Timings;Precision;Nerve Control;Wave,58.85714286
aff98aeb-1f8b-4ef0-9502-ddf9abdba2db,SARY NEVER CLEAR,154,2.1;Long;Timings;Chokepoints;Mirror;Cube;Ship,63.51515152
eda48b6f-ce6c-4be3-abc1-6a5329fcaf91,ta1LSD0ll,155,2.2;Medium;NONG;Clicksync;Fast-Paced;Learny;Wave,71.61904762
05a1489d-b4fe-4c6a-882a-dd0d91a5f9a2,Rigel,156,2.1;Long;Circles;Fast-Paced;Wave,59.81818182
7db490b2-09c6-4d49-b056-53c7c82f6192,Scrubbabingo force,157,2.2;Long;Memory;Gimmicky;Duals;Timings;Ship,70.88888889
b0768edb-bbab-4546-af0e-701cb8c86a1a,Call Me Maybe,158,2.1;Long;NONG;Clicksync;Timings;Chokepoints;Ship;Old Swing;Duals,60.47368421
136367a8-9be1-404a-9e7b-f4ee848054a3,RUST,159,2.1;Long;Clicksync;Timings;Chokepoints;Learny;Nerve Control;Overall,67.16666667
e6647b0c-5578-47b1-a307-4c00a546d38d,SAND SAILOR,160,2.1;Long;Timings;Chokepoints;Learny;Precision;Cube;Ship;Duals,61.5
2c9128b2-e70b-4a04-ab9b-d0fd81b382fe,Gloxinia,161,2.2;XL;Flow;Nerve Control;Overall,70.0
9cd69551-5af8-4ba2-bf38-36dab4a58ccc,Akashic Records,162,2.1;XL;Fast-Paced;Timings;Flow;Overall,64.57777778
797c9539-70e6-45bb-bb29-20980d8a979b,meow hard,163,1.9PS;Long;Clicksync;Timings;Slow-Paced;Nerve Control;Duals;Overall,81.66666667
9c4db80a-953f-44cd-a772-5748d4b7e2e0,Lucid Nightmares,164,2.1;Fast-Paced;Chokepoints,55.0
a2671a91-21b2-4771-9b5d-98eec52733e7,Cobwebs,165,2.2;Medium;NONG;Fast-Paced;Learny;High CPS;Overall,54.025
6e4aa435-2b39-44c4-9788-396a98487c4d,RUTHLESS,166,2.1;XL;Chokepoints;Nerve Control;Wave,64.06666667
43ea5df1-d4fc-46d8-9b2b-ca3603214637,Coral Cave,167,2.1;Long;Precision;Overall;NONG,73.0625
69e600b5-1889-44dc-922b-fe4f66fca797,Launchpad Labyrinth,168,2.1;Long;Timings;Chokepoints;High CPS;Slow-Paced;Bossfight;Ship,48.45833333
90ff0da8-1c4b-4ae0-8cb0-41b78cbc3327,SUPERHATEMEWORLD,169,2.1;Long;NONG;Timings;Chokepoints;High CPS;Slow-Paced;Ship;Ball,40.12121212
7cc25551-d5d3-40d3-b4f6-420e4c9110d0,Tenkai (Solo),171,2.1;XL;2P,65.625
273cc0ae-4b73-4bac-9eb2-7d95f3e4fa08,Shardscapes,172,2.1;Long;Timings;Robot;Slow-Paced,50.3125
19ffe591-18d5-4544-98ac-181c1dea8338,Omega Interface,173,2.1;Long;Fast-Paced;Timings;Learny;Precision;Wave,59.725
ec3bae3b-5d2e-4d1f-8d46-8fed679800ff,Amalgam,174,2.1;Long;Clicksync;Timings;Gimmicky;Slow-Paced;Precision;Wave,48.39130435
973cb151-6642-4a06-a0dd-4e26f8a1404d,Ykds1479ymdppr,177,2.2;Long;Chokepoints;Learny;Ship;Wave,59.9
e9d6b403-32df-446a-be0c-a9f5af4a6937,Ragnarok,178,2.1;XXL;Chokepoints;Nerve Control;Overall,55.62857143
c5912ba1-5bd5-496b-b0ab-c5215a0360e5,Pandemonium (Cersia),180,1.9PS;XL;NONG;Clicksync;Fast-Paced;Chokepoints;Learny;Slow-Paced;Ship;Wave;Duals,44.28571429
d1faed56-a544-4ada-bd14-b04cb14959f6,The Art of the Blade,181,2.1;Long;Chokepoints;Memory;Gimmicky;Ship;Robot;Old Swing,60.78125
93e6b9e1-4bef-4cd3-876d-b15575cf48e1,Descent Into Exile,182,2.1;Long;Overall;Chokepoints,40.47058824
1f42a361-5393-4a82-b172-2c34aeb945c1,Deep Bass,183,2.2;Long;High CPS;Wave;Circles,64.0
13d6c568-e6db-47b4-9449-e9ca8a6095c9,The Rupture,184,2.1;Long;Overall;Fast-Paced;Timings;Learny;Ship;Wave,67.45945946
a6fda692-bfde-4122-b032-f35df420cb87,Jupiter My Favourite,185,2.1;Long;Timings;Memory;Gimmicky;Slow-Paced,69.42307692
9bfdc11a-7f8c-403e-9fd6-14ad190ae543,Silent Club,186,1.6;Long;Chokepoints;High CPS;Nerve Control,45.1
ed79ec06-0f20-41bb-b562-898e2cd4777f,Kappa,187,2.1;Long;Overall;Fast-Paced,65.68181818
aa76f56a-e2c2-4aab-af9e-ea212a8efc14,no jokes,188,2.1;Medium;Timings;Chokepoints;High CPS;Gimmicky;Learny,75.93548387
6407dc1b-73a0-4a69-acb9-94d7af725253,FARBIDI THEORY,189,2.2;Long;Timings;Chokepoints;Memory;Mirror;Cube;UFO;New Swing,51.90909091
e790f26a-5eac-4fd4-972f-fd2501fa03ef,LD50,191,2.1;Long;NONG;Learny;High CPS;Gimmicky;Overall,77.18181818
316a1e15-9e9c-4e07-9e92-aa413334f4ea,Nabil Let Go,192,1.9PS;Long;Overall;Timings;Wave,47.75
1b1e51b9-df2f-4e74-ae29-056c0c4b6278,BarbarosFinaleFinale,193,2.2;Long;Fast-Paced;Timings;Precision;Bossfight;Ship;Wave,63.42857143
e587fa0d-1b99-4947-942a-2585e7e52518,Sank,194,2.2;Long;Timings;Chokepoints;Cube,69.75
d9c8b172-354a-4e72-8e7c-8df928ad05d8,Asterios,195,2.1;XL;Fast-Paced;Learny;Duals;Overall,75.80952381
ac32ce18-110e-4749-b806-1900b9e3bc7a,Bloodlust,196,2.1;XL;Ship;Fast-Paced;Chokepoints;Overall,56.28915663
a454218a-1fab-4485-a760-c0da1bfb80b4,Escape Room,197,2.1;Long;Timings;Overall;Cube;Nerve Control,66.84848485
7875ce6f-ede9-400e-98d9-3bd55c56885c,Moving Forward,198,2.1;XL;Overall;Timings;Chokepoints;Learny;Gimmicky;Precision;Nerve Control,59.75
ce627a2f-ed3f-498a-ba3c-c808449107d7,Jesse Pinkman,199,2.1;Long;Clicksync;Fast-Paced;Overall,73.09090909
c90c017b-e7f8-4055-98cb-08ac761d63ba,Excruciation Chamber,200,2.1;Long;Fast-Paced;High CPS;Wave,56.15384615
e4054615-8655-427b-a00f-eeb746a3815c,X84,201,2.2;Learny;Fast-Paced;Wave;Duals;High CPS,93.07692308
5db466e4-ce58-4d84-b35f-19926fe33fcd,Terminux,202,2.1;Long;Chokepoints;Wave;Ship;Learny,57.18518519
19341d85-4050-424c-be1f-8096c033aad1,Twilight,203,2.1;Long;High CPS;Wave,65.24
56002f69-116c-4321-b4a3-130df1bea6f8,CITRA,204,2.1;Medium;Fast-Paced;Timings;High CPS;Flow;Overall;NONG,72.98484848
27d0205c-1ae3-4220-be36-f26af526c104,IthacropoliX,205,2.1;XL;Overall;Fast-Paced;Timings;High CPS;Nerve Control;Cube;Ship;Ball;Wave,60.23529412
18ff9b73-6515-4cb6-ab0a-5ec9a8e518ad,Awedsy,206,2.1;Long;Fast-Paced;Wave;Overall;NONG,57.5
36442c99-3c78-4ef5-b4be-1ad6c19a4eec,Nhelv,207,2.1;Long;NONG;Learny;Memory;Gimmicky;Nerve Control;Overall,76.73809524
e8baab49-301a-4fb6-89c3-d7a2ff69fb71,TORN,208,2.1;Long;Timings;Chokepoints;Slow-Paced;Cube;Wave,64.7
9f052bd7-9038-4d07-a572-cf31045ad5d2,MewneI,209,2.2;XXL;Chokepoints;Learny;High CPS;Flow;Nerve Control;Wave;Overall,74.58333333
96f87d0c-dbd4-4452-a121-15739f7bf06e,Gracefully,210,2.1;XL;Overall;Nerve Control;Cube;Ship,51.125
62fc2ce2-c539-40c8-8c15-97d3b05e50f6,Deimos (EndLevel),211,2.1;XL;Timings;Precision;Overall,68.64705882
71c6464a-3747-482e-91ce-51df59887415,DsinK,212,2.1;Long;Timings;Learny;Gimmicky;Precision;Ship;Wave;Spider;Duals,86.25
c658cc61-4991-4f45-a401-54a20eb6b780,Congregation,213,2.1;XXL;Timings;Cube;Ball;Robot,58.75675676
93ad7efc-8923-431d-b1d2-561c16fa44cd,Sazerix,214,2.1;Long;NONG;Fast-Paced;Wave,72.23404255
2f0de150-b63e-4218-b021-9dc89695ff36,Sigma,215,2.1;XL;Learny;Chokepoints;Overall;Fast-Paced,59.97297297
6113c143-f544-4707-8ddc-8396d37aca92,Pootis Engage XTREME,216,2.2;Long;Timings;Memory;Chokepoints,67.0
b91a726a-0f1f-4a19-ac84-9802b16c30a1,Aronia,217,2.1;Long;Learny;Fast-Paced;Clicksync;High CPS;Duals;Overall,62.54545455
cfc2ccd6-6243-473f-a0ec-90c15a72f53d,Exosphere,218,2.1;XL;Clicksync;NONG;Chokepoints;High CPS;Nerve Control,40.5
0736b4b6-f6b3-4350-8f53-da5861d1dd07,untitled unmastered,219,2.1;Long;Timings;Gimmicky;Ship,49.48888889
74953c18-dc6c-4de1-ba04-b399103d145a,Pagoda,220,2.1;Long;Overall;Clicksync;Timings;Chokepoints,58.18181818
cdd5b88f-d84e-445c-beb5-e592970deb76,Knights of Thunder,221,2.1;Long;Fast-Paced;Learny;High CPS;Wave;Ship,77.44897959
1ddbf99e-6320-4eaf-b425-f60210e40d7a,Fog,222,2.1;Long;Clicksync;Fast-Paced;Timings;Chokepoints;High CPS;Cube,84.88372093
9a57f011-ec00-45d5-85ca-901b0c8253d8,ATOMIC CANNON,223,2.1;Long;Clicksync;Fast-Paced;Flow;Overall;High CPS,73.45945946
221e785a-afc1-4359-9a66-82c8233c7bc6,Cicatrize,224,2.1;Long;Clicksync;Fast-Paced;Precision,75.46153846
8043f305-e0fe-46ed-acb5-93d4917a82f3,Dust Bowl,225,2.1;Long;Timings;Chokepoints;Memory,60.22222222
b382cf9a-6efb-4b2e-9dc0-735f295d9553,Ploink,226,2.1;Long;Cube;Timings;Fast-Paced;Learny,78.0625
1c0e4eab-c699-4c3d-912b-8904e2da20ab,Fragmented,227,1.9PS;Long;NONG;Fast-Paced;Nerve Control;Wave,61.5625
